id,name,address,phone,adult_count,child_count,time
2321030015.0,臺南市中西區衛生所,臺南市中西區安海里環河街９４號,(06)2252403,1087,1834,2020/03/17 17:43:46
2321040011.0,臺南巿北區衛生所,臺南市北區公園里西華街５０號,(06)2252404,1502,2088,2020/03/17 17:43:46
2321060013.0,台南市安南區衛生所,臺南市安南區仁安路７０號２樓,(06)2567406,852,1585,2020/03/17 17:43:46
2321070019.0,台南市安平區衛生所,臺南市安平區平通里育平路３１０號,(06)2996885,1581,1760,2020/03/17 17:43:46
2322010017.0,嘉義市東區衛生所,嘉義市東區大雅路二段６２５號,(05)2750423,1679,2625,2020/03/17 17:43:46
2322020013.0,嘉義市西區衛生所,嘉義市西區福全里德明路１號,(05)2337355,282,1553,2020/03/17 17:43:46
2331070012.0,新北市樹林區衛生所,新北市樹林區樹新路４０－７號１、２樓,(02)26812134,2,1024,2020/03/17 17:43:46
2331080018.0,新北市鶯歌區衛生所,新北市鶯歌區文化路３８９號,(02)26702304,0,1032,2020/03/17 17:43:46
2331090014.0,新北市三峽區衛生所,新北市三峽區光明路７１號３樓,(02)26711592,0,1422,2020/03/17 17:43:46
2331100015.0,新北市淡水區衛生所,新北市淡水區中山路１５８號,(02)26215620,0,1717,2020/03/17 17:43:46
2331120017.0,新北市瑞芳區衛生所,新北市瑞芳區明燈路３段１號,(02)24972132,0,1557,2020/03/17 17:43:46
2331160011.0,新北市泰山區衛生所,新北市泰山區全興路２１２號３樓,(02)22962858,0,228,2020/03/17 17:43:46
2331170017.0,新北市林口區衛生所,新北市林口區忠孝二路５５號,(02)26068760,0,30,2020/03/17 17:43:46
2331180013.0,新北市深坑區衛生所,新北市深坑區深坑街１６５號１－３樓,(02)26621567,0,1897,2020/03/17 17:43:46
2331190019.0,新北市石碇區衛生所,新北市石碇區潭邊里碇坪路１段８２號,(02)26631325,0,1399,2020/03/17 17:43:46
2331200010.0,新北市坪林區衛生所,新北市坪林區坪林街１０４號,(02)26656272,0,157,2020/03/17 17:43:46
2331210016.0,新北市三芝區衛生所,新北市三芝區中山路１段１２號,(02)26362007,0,1124,2020/03/17 17:43:46
2331220012.0,新北市石門區衛生所,新北市石門區中山路２８－１號,(02)26381007,0,2525,2020/03/17 17:43:46
2331230018.0,新北市八里區衛生所,新北市八里區舊城路１６號,(02)26102137,1,355,2020/03/17 17:43:46
2331240014.0,新北市平溪區衛生所,新北市平溪區公園街１７號１樓,(02)24951015,0,2716,2020/03/17 17:43:46
2331250010.0,新北市雙溪區衛生所,新北市雙溪區新基南路１８號,(02)24931211,873,2795,2020/03/17 17:43:46
2331260016.0,新北市貢寮區衛生所,新北市貢寮區朝陽街７０巷１０號、新北市貢寮區仁愛路１２８號,(02)24901431,0,1932,2020/03/17 17:43:46
2331270012.0,新北市金山區衛生所,新北市金山區民生路５９號,(02)24982778,0,1478,2020/03/17 17:43:46
2331280018.0,新北市萬里區衛生所,新北市萬里區瑪鍊路１５７號１－３樓及地下１樓,(02)24921117,0,2243,2020/03/17 17:43:46
2331290014.0,新北市烏來區衛生所,新北市烏來區新烏路５段１０９號,(02)26617200,0,974,2020/03/17 17:43:46
2332030012.0,桃園市大溪區衛生所,桃園市大溪區仁愛路１號,(03)3882401,0,828,2020/03/17 17:43:46
2332040018.0,桃園市楊梅區衛生所,桃園市楊梅區校前路４０９號,(03)4750151,0,491,2020/03/17 17:43:46
2332060010.0,桃園市大園區衛生所,桃園市大園區田心里中正西路１９號,(03)3862024,21,2356,2020/03/17 17:43:46
2332080012.0,桃園市八德區衛生所,桃園市八德區大華里介壽路二段３６１巷２８號,(03)3662781,1,799,2020/03/17 17:43:46
2332090018.0,桃園市龍潭區衛生所,桃園市龍潭區中正路２１０號１至２樓,(03)4792033,0,1163,2020/03/17 17:43:46
2332100019.0,桃園市平鎮區衛生所,桃園市平鎮區新富里１鄰振興路１號,(03)4576624,0,805,2020/03/17 17:43:46
2332110015.0,桃園市新屋區衛生所,桃園市新屋區新屋里中山路２３９號,(03)4772018,0,955,2020/03/17 17:43:46
2332120011.0,桃園市觀音區衛生所,桃園市觀音區觀新路５８號,(03)4732031,1,1459,2020/03/17 17:43:46
2332130017.0,桃園市復興區衛生所,桃園市復興區澤仁里中正路２５號,(03)3822325,1172,1435,2020/03/17 17:43:46
2333010014.0,新竹縣關西鎮衛生所,新竹縣關西鎮中山路２０７號,(03)5872454,689,1661,2020/03/17 17:43:46
2333020010.0,新竹縣新埔鎮衛生所,新竹縣新埔鎮新民里中正路７５８號,(03)5882017,0,895,2020/03/17 17:43:46
2333030016.0,新竹縣竹東鎮衛生所,新竹縣竹東鎮中正路２２１號,(03)5943566,0,1233,2020/03/17 17:43:46
2333060014.0,新竹縣湖口鄉衛生所,新竹縣湖口鄉中勢村中興街３６號,(03)5992654,0,460,2020/03/17 17:43:46
2333070010.0,新竹縣橫山鄉衛生所,新竹縣橫山鄉大肚村３鄰新興街１４１巷１０號,(03)5932004,0,127,2020/03/17 17:43:46
2333080016.0,新竹縣新豐鄉衛生所,新竹縣新豐鄉重興村萃豐路２１號,(03)5591150,0,1651,2020/03/17 17:43:46
2333090012.0,新竹縣芎林鄉衛生所,新竹縣芎林鄉文山路５３２號,(03)5924787,0,905,2020/03/17 17:43:46
2333100013.0,新竹縣寶山鄉衛生所,新竹縣寶山鄉雙溪村７鄰雙園路二段２７３號,(03)5292106,2,2,2020/03/17 17:43:46
2333110019.0,新竹縣北埔鄉衛生所,新竹縣北埔鄉北埔街９０號,(03)5801677,0,2184,2020/03/17 17:43:46
2333120015.0,新竹縣峨眉鄉衛生所,新竹縣峨眉鄉峨眉村峨眉街２鄰５號,(03)5800314,1,1697,2020/03/17 17:43:46
2333130011.0,新竹縣尖石鄉衛生所,新竹縣尖石鄉嘉樂村２鄰６１號,(03)5842356,0,835,2020/03/17 17:43:46
2333140017.0,新竹縣五峰鄉衛生所,新竹縣五峰鄉大隘村六鄰９９號,(03)5851005,831,456,2020/03/17 17:43:46
2334010018.0,宜蘭縣宜蘭市衛生所,宜蘭縣宜蘭市健康路二段２－２號１樓,(03)9322362,343,1713,2020/03/17 17:43:46
2334020014.0,宜蘭縣羅東鎮衛生所,宜蘭縣羅東鎮民生路７９號,(03)9542321,321,2674,2020/03/17 17:43:46
2334030010.0,宜蘭縣蘇澳鎮衛生所,宜蘭縣蘇澳鎮志成路６０號,(03)9962185,1268,2366,2020/03/17 17:43:46
2334040016.0,宜蘭縣頭城鎮衛生所,宜蘭縣頭城鎮吉祥路１５號,(03)9771034,199,1642,2020/03/17 17:43:46
2334050012.0,宜蘭縣礁溪鄉衛生所,宜蘭縣礁溪鄉礁溪路４段１２６號,(03)9882908,0,1158,2020/03/17 17:43:46
2334060018.0,宜蘭縣壯圍鄉衛生所,宜蘭縣壯圍鄉中央路２段２９０號,(03)9385503,7,1253,2020/03/17 17:43:46
2334070014.0,宜蘭縣員山鄉衛生所,宜蘭縣員山鄉復興路２號,(03)9221575,137,2424,2020/03/17 17:43:46
2334081026.0,宜蘭縣冬山鄉衛生所,宜蘭縣冬山鄉中正路１６號,(03)9594772,0,1600,2020/03/17 17:43:46
2334090016.0,宜蘭縣五結鄉衛生所,宜蘭縣五結鄉五結路２段３３７號,(03)9501564,0,1399,2020/03/17 17:43:46
2334100017.0,宜蘭縣三星鄉衛生所,宜蘭縣三星鄉三星路５段７０號,(03)9892227,0,2197,2020/03/17 17:43:46
2334110013.0,宜蘭縣大同鄉衛生所,宜蘭縣大同鄉崙埤村朝陽４０號,(03)9801175,1410,1807,2020/03/17 17:43:46
2334120019.0,宜蘭縣南澳鄉衛生所,宜蘭縣南澳鄉蘇花路２段３７５號,(03)9981019,2050,1262,2020/03/17 17:43:46
2335010012.0,苗栗縣苗栗市衛生所,苗栗縣苗栗市建民街２８號,(037)277129,1,1513,2020/03/17 17:43:46
2335020018.0,苗栗縣苑裡鎮衛生所,苗栗縣苑裡鎮客庄里公民街１６號,(037)869595,0,828,2020/03/17 17:43:46
2335040010.0,苗栗縣竹南鎮衛生所,苗栗縣竹南鎮大營路２０９號,(037)470152,2,463,2020/03/17 17:43:46
2335060012.0,苗栗縣後龍鎮衛生所,苗栗縣後龍鎮大庄里21鄰光華路３７１號,(037)722008,0,1736,2020/03/17 17:43:46
2335070018.0,苗栗縣卓蘭鎮衛生所,苗栗縣卓蘭鎮老庄里中正路１４２號,(04)25892027,636,1565,2020/03/17 17:43:46
2335080014.0,苗栗縣大湖鄉衛生所,苗栗縣大湖鄉明湖村中原路８７號,(037)991034,190,883,2020/03/17 17:43:46
2335090010.0,苗栗縣公館鄉衛生所,苗栗縣公館鄉館中村大同路７５號,(037)224732,0,957,2020/03/17 17:43:46
2335100011.0,苗栗縣銅鑼鄉衛生所,苗栗縣銅鑼鄉銅鑼村新興路８１號,(037)981006,0,830,2020/03/17 17:43:46
2335110017.0,苗栗縣南庄鄉衛生所,苗栗縣南庄鄉東村大同路１７號,(037)822024,1,670,2020/03/17 17:43:46
2335120013.0,苗栗縣頭屋鄉衛生所,苗栗縣頭屋鄉頭屋村中山街５６巷５４號,(037)253534,0,1282,2020/03/17 17:43:46
2335130019.0,苗栗縣三義鄉衛生所,苗栗縣三義鄉復興路45號,(037)872014,0,1658,2020/03/17 17:43:46
2335140015.0,苗栗縣西湖鄉衛生所,苗栗縣西湖鄉龍洞村１鄰１６號,(037)921211,0,1540,2020/03/17 17:43:46
2335150011.0,苗栗縣造橋鄉衛生所,苗栗縣造橋鄉造橋村１４鄰８－２號,(037)542755,0,130,2020/03/17 17:43:46
2335160017.0,苗栗縣三灣鄉衛生所,苗栗縣三灣鄉三灣村親民路１７號,(037)831140,0,627,2020/03/17 17:43:46
2335170013.0,苗栗縣獅潭鄉衛生所,苗栗縣獅潭鄉新店村１３０之６號,(037)931309,444,1594,2020/03/17 17:43:46
2335180019.0,苗栗縣泰安鄉衛生所,苗栗縣泰安鄉清安村２鄰７２號,(037)941054,1102,937,2020/03/17 17:43:46
2336010016.0,臺中市豐原區衛生所,臺中市豐原區西勢里中興路１３６號,(04)25261170,0,1556,2020/03/17 17:43:46
2336020012.0,臺中市東勢區衛生所,臺中市東勢區中寧里豐勢路４９０號,(04)25873872,195,2673,2020/03/17 17:43:46
2336030018.0,臺中市大甲區衛生所,臺中市大甲區德興路８１號,(04)26872153,0,947,2020/03/17 17:43:46
2336040014.0,臺中市清水區衛生所,臺中市清水區中山路９２號,(04)26222639,0,585,2020/03/17 17:43:46
2336050010.0,臺中市沙鹿區衛生所,臺中市沙鹿區洛泉里文昌路２０號,(04)26625040,0,490,2020/03/17 17:43:46
2336070012.0,臺中市后里區衛生所,臺中市后里區墩西里公安路８６號,(04)25562048,0,832,2020/03/17 17:43:46
2336080018.0,臺中市神岡區衛生所,臺中市神岡區神岡里神岡路２號,(04)25622792,0,606,2020/03/17 17:43:46
2336090014.0,臺中市潭子區衛生所,臺中市潭子區中山路２段２４１巷５號,(04)25324643,0,1515,2020/03/17 17:43:46
2336100015.0,臺中市大雅區衛生所,臺中市大雅區中清東路２３２號,(04)25661091,0,847,2020/03/17 17:43:46
2336110011.0,臺中市新社區衛生所,臺中市新社區新社里興社街４段１號,(04)25811704,1803,1953,2020/03/17 17:43:46
2336120017.0,臺中市石岡區衛生所,臺中市石岡區石岡街６號,(04)25721887,0,1355,2020/03/17 17:43:46
2336130013.0,臺中市外埔區衛生所,臺中市外埔區甲后路三段１０６２號,(04)26833208,0,1950,2020/03/17 17:43:46
2336140019.0,臺中市大安區衛生所,臺中市大安區中山南路３３３號,(04)26713681,0,1408,2020/03/17 17:43:46
2336150015.0,臺中市烏日區衛生所,臺中市烏日區烏日里長樂街１３６號,(04)23381027,0,1418,2020/03/17 17:43:46
2336160011.0,臺中市大肚區衛生所,臺中市大肚區頂街里榮華街１號,(04)26996311,0,85,2020/03/17 17:43:46
2336170017.0,臺中市龍井區衛生所,臺中市龍井區竹坑里沙田路４段２４３號,(04)26352228,0,270,2020/03/17 17:43:46
2336180013.0,台中市霧峰區衛生所,臺中市霧峰區本堂里民生路１－９號,(04)23393022,0,1687,2020/03/17 17:43:46
2336190019.0,臺中市太平區衛生所,臺中市太平區中山路１段２１３之１號,(04)23938083,23,1789,2020/03/17 17:43:46
2336200010.0,臺中市大里區衛生所,臺中市大里區大衛路８２號,(04)24061500,2,1108,2020/03/17 17:43:46
2336210025.0,臺中市和平區衛生所,臺中市和平區南勢里東關路３段１３２號,(04)25942781,1129,1526,2020/03/17 17:43:46
2336210034.0,臺中市和平區梨山衛生所,臺中市和平區梨山里中正路６８號,(04)25989540,711,1338,2020/03/17 17:43:46
2337010010.0,彰化縣彰化市南西北區衛生所,彰化縣彰化市華北里旭光路１６６號,(04)7282141,2,1327,2020/03/17 17:43:46
2337010029.0,彰化縣彰化市東區衛生所,彰化縣彰化市香山里彰南路２段３４６巷３１弄２６號,(04)7381647,175,1919,2020/03/17 17:43:46
2337020016.0,彰化縣鹿港鎮衛生所,彰化縣鹿港鎮順興里復興路４２３號,(04)7772309,0,1068,2020/03/17 17:43:46
2337030012.0,彰化縣和美鎮衛生所,彰化縣和美鎮和東里彰美路５段３１９號,(04)7552744,2,52,2020/03/17 17:43:46
2337040018.0,彰化縣北斗鎮衛生所,彰化縣北斗鎮光復里地政路４０６巷１７號,(04)8882059,1785,1803,2020/03/17 17:43:46
2337050014.0,彰化縣員林市衛生所,彰化縣員林市仁美里博愛路２２９號,(04)7060230,0,1789,2020/03/17 17:43:46
2337060010.0,彰化縣溪湖鎮衛生所,彰化縣溪湖鎮湖東里青雅路３６號,(04)8815112,1525,1787,2020/03/17 17:43:46
2337070016.0,彰化縣田中鎮衛生所,彰化縣田中鎮西路里斗中路一段２２２號,(04)8742053,2164,2035,2020/03/17 17:43:46
2337080012.0,彰化縣二林鎮衛生所,彰化縣二林鎮豐田里斗苑路四段６８９號,(04)8960035,1073,1437,2020/03/17 17:43:46
2337090018.0,彰化縣線西鄉衛生所,彰化縣線西鄉寓埔村和線路９５７巷２號,(04)7585201,2,524,2020/03/17 17:43:46
2337100019.0,彰化縣伸港鄉衛生所,彰化縣伸港鄉大同村中興路２段１９７號,(04)7982034,1,658,2020/03/17 17:43:46
2337110015.0,彰化縣福興鄉衛生所,彰化縣福興鄉福興村福興路５１巷２號,(04)7772371,0,946,2020/03/17 17:43:46
2337120020.0,彰化縣秀水鄉衛生所,彰化縣秀水鄉安東村中山路２８８號,(04)7693001,0,1247,2020/03/17 17:43:46
2337130017.0,彰化縣花壇鄉衛生所,彰化縣花壇鄉長沙村中正路１１號,(04)7862035,0,1827,2020/03/17 17:43:46
2337140013.0,彰化縣芬園鄉衛生所,彰化縣芬園鄉社口村公園１街１１號,(049)2522904,1,2076,2020/03/17 17:43:46
2337150019.0,彰化縣大村鄉衛生所,彰化縣大村鄉大村村中正西路３４０號,(04)8520513,0,1574,2020/03/17 17:43:46
2337160015.0,彰化縣埔鹽鄉衛生所,彰化縣埔鹽鄉好修村員鹿路二段５８號,(04)8653596,53,1150,2020/03/17 17:43:46
2337170011.0,彰化縣埔心鄉衛生所,彰化縣埔心鄉義民村員鹿路２段３４０號,(04)8294611,21,1283,2020/03/17 17:43:46
2337180017.0,彰化縣永靖鄉衛生所,彰化縣永靖鄉永西村西興路９１號,(04)8221057,30,1499,2020/03/17 17:43:46
2337190013.0,彰化縣社頭鄉衛生所,彰化縣社頭鄉社頭村員集路二段４０９號,(04)8732038,339,1469,2020/03/17 17:43:46
2337200014.0,彰化縣二水鄉衛生所,彰化縣二水鄉二水村過圳路１９號,(04)8791077,7534,4387,2020/03/17 17:43:46
2337210010.0,彰化縣田尾鄉衛生所,彰化縣田尾鄉饒平村光復路２段６０８號,(04)8832145,941,1584,2020/03/17 17:43:46
2337220016.0,彰化縣埤頭鄉衛生所,彰化縣埤頭鄉合興村健安街１１９號,(04)8922445,477,1773,2020/03/17 17:43:46
2337230012.0,彰化縣芳苑鄉衛生所,彰化縣芳苑鄉芳苑村斗苑路芳苑段１９４巷４８號,(04)8983134,2501,2076,2020/03/17 17:43:46
2337240018.0,彰化縣大城鄉衛生所,彰化縣大城鄉大城村中平路１２６號,(04)8941323,846,1734,2020/03/17 17:43:46
2337250014.0,彰化縣竹塘鄉衛生所,彰化縣竹塘鄉竹塘村竹林路１段３０４號,(04)8972009,1687,2008,2020/03/17 17:43:46
2337260010.0,彰化縣溪州鄉衛生所,彰化縣溪州鄉尾厝村溪下路５７０號,(04)8895023,654,2564,2020/03/17 17:43:46
2338010014.0,南投縣南投市衛生所,南投縣南投市三和里三和一路１３號,(049)2223264,0,638,2020/03/17 17:43:46
2338020010.0,南投縣埔里鎮衛生所,南投縣埔里鎮中山路二段２５６號,(049)2982157,1556,1744,2020/03/17 17:43:46
2338030016.0,南投縣草屯鎮衛生所,南投縣草屯鎮草溪路８８２巷７號,(049)2362023,1,1041,2020/03/17 17:43:46
2338040012.0,南投縣竹山鎮衛生所,南投縣竹山鎮公所路１２６號,(049)2642026,4446,2359,2020/03/17 17:43:46
2338050018.0,南投縣集集鎮衛生所,南投縣集集鎮民生路１０６號,(049)2762015,173,2425,2020/03/17 17:43:46
2338060014.0,南投縣名間鄉衛生所,南投縣名間鄉中正村彰南路４２號,(049)2732135,0,1509,2020/03/17 17:43:46
2338070010.0,南投縣鹿谷鄉衛生所,南投縣鹿谷鄉中正路二段２０號,(049)2752002,0,1151,2020/03/17 17:43:46
2338080016.0,南投縣中寮鄉衛生所,南投縣中寮鄉永平村永昌街１０２號,(049)2691404,0,570,2020/03/17 17:43:46
2338090012.0,南投縣魚池鄉衛生所,南投縣魚池鄉東池村魚池街１９４號,(049)2895513,1338,2320,2020/03/17 17:43:46
2338100013.0,南投縣國姓鄉衛生所,南投縣國姓鄉國姓村民族街４２號,(049)2721009,1683,1910,2020/03/17 17:43:46
2338110019.0,南投縣水里鄉衛生所,南投縣水里鄉博愛路２０５號,(049)2770079,562,1989,2020/03/17 17:43:46
2338120015.0,南投縣信義鄉衛生所,南投縣信義鄉明德村玉山路４５號,(049)2791148,748,551,2020/03/17 17:43:46
2338130011.0,南投縣仁愛鄉衛生所,南投縣仁愛鄉大同村五福巷１７號,(049)2802341,4956,2039,2020/03/17 17:43:46
2339040016.0,雲林縣西螺鎮衛生所,雲林縣西螺鎮福興里修文路１１０號,(05)5862130,3069,2302,2020/03/17 17:43:46
2339050012.0,雲林縣土庫鎮衛生所,雲林縣土庫鎮忠正里中山路２５４號,(05)6622638,3983,2237,2020/03/17 17:43:46
2339060018.0,北港鎮衛生所,雲林縣北港鎮北辰路３號,(05)7832103,1511,1700,2020/03/17 17:43:46
2339070014.0,雲林縣古坑鄉衛生所,雲林縣古坑鄉西平村中山路３９１號,(05)5821132,4703,2515,2020/03/17 17:43:46
2339100017.0,雲林縣林內鄉衛生所,雲林縣林內鄉新興路５４號,(05)5892273,1228,2052,2020/03/17 17:43:46
2339110013.0,雲林縣二崙鄉衛生所,雲林縣二崙鄉崙西村中興路９、１１號,(05)5982004,1117,1597,2020/03/17 17:43:46
2339120019.0,雲林縣崙背鄉衛生所,雲林縣崙背鄉南陽村南光路３４號,(05)6962009,2413,2453,2020/03/17 17:43:46
2339130015.0,雲林縣麥寮鄉衛生所,雲林縣麥寮鄉麥豐村光復路４號,(05)6932268,651,1825,2020/03/17 17:43:46
2339180015.0,雲林縣四湖鄉衛生所,雲林縣四湖鄉施湖村中山西路１１８號,(05)7872890,2307,2342,2020/03/17 17:43:46
2339200012.0,雲林縣水林鄉衛生所,雲林縣水林鄉水北村水林路８號,(05)7852612,5621,2640,2020/03/17 17:43:46
2340010015.0,嘉義縣朴子市衛生所,嘉義縣朴子市安福里光復路４０號,(05)3792037,1021,1787,2020/03/17 17:43:46
2340020011.0,嘉義縣布袋鎮衛生所,嘉義縣布袋鎮新厝里２１號,(05)3472032,1244,2363,2020/03/17 17:43:46
2340030017.0,嘉義縣大林鎮衛生所,嘉義縣大林鎮平林里中山路２５２號,(05)2652042,205,1962,2020/03/17 17:43:46
2340040013.0,嘉義縣民雄鄉衛生所,嘉義縣民雄鄉中樂村文化路７之２號,(05)2262018,1296,2052,2020/03/17 17:43:46
2340050019.0,嘉義縣溪口鄉衛生所,嘉義縣溪口鄉溪北村二鄰中山路１號,(05)2691046,4721,2720,2020/03/17 17:43:46
2340060015.0,嘉義縣新港鄉衛生所,嘉義縣新港鄉宮前村中山路１６７號,(05)3742025,17,2100,2020/03/17 17:43:46
2340070011.0,嘉義縣六腳鄉衛生所,嘉義縣六腳鄉蒜頭村１５鄰蒜頭７３－１號,(05)3802016,0,2406,2020/03/17 17:43:46
2340080017.0,嘉義縣東石鄉衛生所,嘉義縣東石鄉東石村３之７號,(05)3732340,956,2329,2020/03/17 17:43:46
2340090013.0,嘉義縣義竹鄉衛生所,嘉義縣義竹鄉仁里村義竹４２２－１號,(05)3412032,856,2178,2020/03/17 17:43:46
2340100014.0,嘉義縣鹿草鄉衛生所,嘉義縣鹿草鄉西井村１２鄰長壽路２２６巷２號,(05)3752080,420,2395,2020/03/17 17:43:46
2340110010.0,嘉義縣太保市衛生所,嘉義縣太保市後潭里４４３號,(05)3711273,372,2605,2020/03/17 17:43:46
2340120016.0,嘉義縣水上鄉衛生所,嘉義縣水上鄉水上村正義路１４５號,(05)2682059,1720,2223,2020/03/17 17:43:46
2340130012.0,嘉義縣中埔鄉衛生所,嘉義縣中埔鄉中埔村中埔１３０號之１,(05)2531008,383,1161,2020/03/17 17:43:46
2340140018.0,嘉義縣竹崎鄉衛生所,嘉義縣竹崎鄉竹崎村文化路１９－１號,(05)2611264,137,1776,2020/03/17 17:43:46
2340150014.0,嘉義縣梅山鄉衛生所,嘉義縣梅山鄉華山路１８號,(05)2621249,1806,1952,2020/03/17 17:43:46
2340160010.0,嘉義縣番路鄉衛生所,嘉義縣番路鄉下坑村菜公店６０號,(05)2591148,1380,2187,2020/03/17 17:43:46
2340170016.0,嘉義縣大埔鄉衛生所,嘉義縣大埔鄉大埔村５３－１號,(05)2521214,1328,2008,2020/03/17 17:43:46
2340180012.0,嘉義縣阿里山鄉衛生所,嘉義縣阿里山鄉樂野村３鄰９７－２號,(05)2561573,1304,779,2020/03/17 17:43:46
2341010019.0,臺南市新營區衛生所,臺南市新營區大宏里三民路７２號,(06)6329421,4094,2383,2020/03/17 17:43:46
2341020015.0,臺南市鹽水區衛生所,臺南市鹽水區武廟路１號,(06)6521041,866,1797,2020/03/17 17:43:46
2341030011.0,臺南市白河區衛生所,臺南市白河區永安里國光路５號,(06)6852014,4049,2133,2020/03/17 17:43:46
2341040017.0,臺南市麻豆區衛生所,臺南市麻豆區巷口里興國路１１一１號,(06)5722215,414,2169,2020/03/17 17:43:46
2341050013.0,臺南市佳里區衛生所,臺南市佳里區東寧里進學路１５９號,(06)7224106,3477,2394,2020/03/17 17:43:46
2341060019.0,臺南市新化區衛生所,臺南市新化區健康路十三鄰１４３號,(06)5905398,916,2379,2020/03/17 17:43:46
2341070015.0,臺南市善化區衛生所,臺南市善化區光文里中山路２００號,(06)5837035,123,1829,2020/03/17 17:43:46
2341080011.0,臺南市學甲區衛生所,臺南市學甲區仁得里建國路３８號１樓,(06)7833359,1982,2006,2020/03/17 17:43:46
2341090017.0,臺南市柳營區衛生所,臺南市柳營區士林里５４之５號,(06)6220464,4195,2494,2020/03/17 17:43:46
2341100018.0,臺南市後壁區衛生所,臺南市後壁區後壁里３號,(06)6872624,4064,2342,2020/03/17 17:43:46
2341110014.0,臺南市東山區衛生所,臺南市東山區東山里２３６號１樓,(06)6802618,2944,2276,2020/03/17 17:43:46
